offerId,name,now,cardStatus
GYS-fq6f2z-3057500387,,56,HAS_CARD_CAN_UPDATE_PROCESSING
GYS-pun1uz-4687442957,,73,HAS_CARD_CAN_UPDATE
jz-1dahrv-4545874055,,56,HAS_CARD_CAN_UPDATE
jz-260608b7rb-4260264244,,78,HAS_CARD_CAN_UPDATE
jz-260816bapr-2138447343,,78,HAS_CARD_CAN_UPDATE_ERRORS
jz-260816bapr-2451654667,,76,HAS_CARD_CAN_UPDATE_ERRORS
jz-2nf96y-3823692862,,64,HAS_CARD_CAN_UPDATE
jz-2rqa92-3288753786,,71,HAS_CARD_CAN_UPDATE
jz-43c4a1-4649743309,,72,HAS_CARD_CAN_UPDATE
jz-43c4a1-4754778811,,73,HAS_CARD_CAN_UPDATE
jz-63ha0a-5357798591,,56,HAS_CARD_CAN_UPDATE_PROCESSING
jz-79kd0n-3004487878,,75,HAS_CARD_CAN_UPDATE_ERRORS
jz-79kd0n-3529645384,,75,HAS_CARD_CAN_UPDATE
LZ-3426986435,,72,HAS_CARD_CAN_UPDATE_ERRORS
LZ-5wxmmp-4480489634,,62,HAS_CARD_CAN_UPDATE
LZ01-3622614929,,64,HAS_CARD_CAN_UPDATE
LZ01-3794041980,,75,HAS_CARD_CAN_UPDATE
SF2608248fhz-3588867711,,76,HAS_CARD_CAN_UPDATE_ERRORS
SLGDJCJJJCSU10JIN20,,63,HAS_CARD_CAN_UPDATE_ERRORS
2039260315-EtTJ,,66,HAS_CARD_CAN_UPDATE
2943154976-nO2j,,77,HAS_CARD_CAN_UPDATE
3122682373-GIqU,,57,HAS_CARD_CAN_UPDATE
GYS-4129747225,,72,HAS_CARD_CAN_UPDATE
GYS-fq6f2z-4550678091,,57,HAS_CARD_CAN_UPDATE_PROCESSING
GYS-pun1uz-4151515766,,67,HAS_CARD_CAN_UPDATE
GYS260908dq6l-5730574559,,77,HAS_CARD_CAN_UPDATE
jz-2607113a6c-1609026357,,76,HAS_CARD_CAN_UPDATE
jz-260803cn42-5219378444,,72,HAS_CARD_CAN_UPDATE_ERRORS
jz-260813x6ot-4044283074,,76,HAS_CARD_CAN_UPDATE
jz-2nf96y-4399275633,,57,HAS_CARD_CAN_UPDATE
jz-9d7gb7-4037729626,,69,HAS_CARD_CAN_UPDATE
jz-a4wnxu-3276070112,,65,HAS_CARD_CAN_UPDATE
jz-mn9jc2-2939874500,,57,HAS_CARD_CAN_UPDATE_ERRORS
jz-ra4xyb-4521287943,,69,HAS_CARD_CAN_UPDATE
LZ-3410117421,,77,HAS_CARD_CAN_UPDATE
LZ-5wxmmp-5327769281,,77,HAS_CARD_CAN_UPDATE
LZ-qtsoul-4920297323,,70,HAS_CARD_CAN_UPDATE
LZ01-1928772955,,69,HAS_CARD_CAN_UPDATE
zm-bya321-5266758266,,75,HAS_CARD_CAN_UPDATE
zm-eq8csq-5285591202,,57,HAS_CARD_CAN_UPDATE
zm-vt29v8-5292472905,,71,HAS_CARD_CAN_UPDATE
2370748556-h4tu,,69,HAS_CARD_CAN_UPDATE
2973971491-NvKS,,72,HAS_CARD_CAN_UPDATE
3194896935-XfMn,,45,HAS_CARD_CAN_UPDATE
3307075791-I0oN,,68,HAS_CARD_CAN_UPDATE
jz-260624fwg3-4736594619,,78,HAS_CARD_CAN_UPDATE
jz-260706zm80-4004547325,,70,HAS_CARD_CAN_UPDATE_ERRORS
jz-2607113a6c-2700607010,,77,HAS_CARD_CAN_UPDATE
jz-260811g43n-838156089,,74,HAS_CARD_CAN_UPDATE_ERRORS
jz-2rqa92-4290495019,,75,HAS_CARD_CAN_UPDATE
LZ-2971108112,,64,HAS_CARD_CAN_UPDATE
LZ-qtsoul-5148771361,,67,HAS_CARD_CAN_UPDATE
LZ-qtsoul-5148771361-3,,58,HAS_CARD_CAN_UPDATE_PROCESSING
ZS--4163377201,,79,HAS_CARD_CAN_UPDATE
ZSGM01-2147111775,,58,HAS_CARD_CAN_UPDATE_ERRORS
1904201773-HwFW,,66,HAS_CARD_CAN_UPDATE
3087970070-zpNE,,78,HAS_CARD_CAN_UPDATE
GYS-fq6f2z-3057497584,,77,HAS_CARD_CAN_UPDATE
GYS-fq6f2z-3057497893,,59,HAS_CARD_CAN_UPDATE_PROCESSING
jz-260624fwg3-4736604207,,79,HAS_CARD_CAN_UPDATE_ERRORS
jz-260624fwg3-4736604207-01,,69,HAS_CARD_CAN_UPDATE_ERRORS
jz-260624fwg3-4736604207-02,,59,HAS_CARD_CAN_UPDATE_PROCESSING
jz-260624fwg3-4736604207-03,,66,HAS_CARD_CAN_UPDATE_ERRORS
jz-260624fwg3-4736604207-04,,69,HAS_CARD_CAN_UPDATE_ERRORS
jz-260624fwg3-4736604207-06,,79,HAS_CARD_CAN_UPDATE_ERRORS
jz-260624fwg3-4736604207-07,,59,HAS_CARD_CAN_UPDATE_PROCESSING
jz-260624fwg3-4736604207-08,,69,HAS_CARD_CAN_UPDATE_ERRORS
jz-260624fwg3-4736604207-09,,69,HAS_CARD_CAN_UPDATE_ERRORS
jz-260624fwg3-4736604207-1,,69,HAS_CARD_CAN_UPDATE_ERRORS
jz-260624fwg3-4736604207-10,,59,HAS_CARD_CAN_UPDATE_PROCESSING
jz-260624fwg3-4736604207-11,,59,HAS_CARD_CAN_UPDATE_PROCESSING
jz-260624fwg3-4736604207-12,,79,HAS_CARD_CAN_UPDATE_ERRORS
jz-260624fwg3-4736604207-13,,77,HAS_CARD_CAN_UPDATE_ERRORS
jz-260624fwg3-4736604207-15,,77,HAS_CARD_CAN_UPDATE_ERRORS
jz-260624fwg3-4736604207-16,,66,HAS_CARD_CAN_UPDATE
jz-260624fwg3-4736604207-18,,69,HAS_CARD_CAN_UPDATE_ERRORS
jz-260624fwg3-4736604207-19,,59,HAS_CARD_CAN_UPDATE_PROCESSING
jz-260624fwg3-4736604207-2,,79,HAS_CARD_CAN_UPDATE
jz-260624fwg3-4736604207-20,,79,HAS_CARD_CAN_UPDATE_ERRORS
jz-260624fwg3-4736604207-21,,69,HAS_CARD_CAN_UPDATE
jz-260624fwg3-4736604207-22,,59,HAS_CARD_CAN_UPDATE_PROCESSING
jz-260624fwg3-4736604207-23,,67,HAS_CARD_CAN_UPDATE_ERRORS
jz-260624fwg3-4736604207-24,,69,HAS_CARD_CAN_UPDATE_ERRORS
jz-260624fwg3-4736604207-25,,59,HAS_CARD_CAN_UPDATE_PROCESSING
jz-260624fwg3-4736604207-26,,59,HAS_CARD_CAN_UPDATE_PROCESSING
jz-260624fwg3-4736604207-27,,77,HAS_CARD_CAN_UPDATE
jz-260624fwg3-4736604207-28,,59,HAS_CARD_CAN_UPDATE_PROCESSING
jz-260624fwg3-4736604207-29,,59,HAS_CARD_CAN_UPDATE_PROCESSING
jz-260624fwg3-4736604207-30,,59,HAS_CARD_CAN_UPDATE_PROCESSING
jz-260624fwg3-4736604207-4,,79,HAS_CARD_CAN_UPDATE_ERRORS
jz-260706zm80-3821232167,,71,HAS_CARD_CAN_UPDATE
jz-ydp9z9-3746808297,,60,HAS_CARD_CAN_UPDATE
LZ-5wxmmp-4103324770,,75,HAS_CARD_CAN_UPDATE
1753226675-rfgt,,61,HAS_CARD_CAN_UPDATE_ERRORS
3230402678-vvcz,,79,HAS_CARD_CAN_UPDATE
jz-2607113a6c-1948964177,,73,HAS_CARD_CAN_UPDATE
jz-2nf96y-3879939109,,76,HAS_CARD_CAN_UPDATE
1886643347-jY5X,,71,HAS_CARD_CAN_UPDATE
2304056718-CtIW,,74,HAS_CARD_CAN_UPDATE_ERRORS
2438294197-rZKq,,75,HAS_CARD_CAN_UPDATE
2590116557-hDzH,,75,HAS_CARD_CAN_UPDATE
GYS-nznb1s-2034577349,,75,HAS_CARD_CAN_UPDATE
jz-260711kg7h-3443560237,,78,HAS_CARD_CAN_UPDATE
jz-260803cn42-5219378791,,76,HAS_CARD_CAN_UPDATE_ERRORS
jz-260803cn42-5219379098,,76,HAS_CARD_CAN_UPDATE
jz-2rqa92-4142414919,,75,HAS_CARD_CAN_UPDATE
jz-87g4td-842456998,,74,HAS_CARD_CAN_UPDATE
jz-93mo1m-4990554352,,78,HAS_CARD_CAN_UPDATE
jz-bl4yse-4438643740,,78,HAS_CARD_CAN_UPDATE
LZ-00mkoz-4798335513,,61,HAS_CARD_CAN_UPDATE_PROCESSING
LZ01-3553028191,,70,HAS_CARD_CAN_UPDATE
LZ01-3864266225,,72,HAS_CARD_CAN_UPDATE
ZS260824eyf4-4585635569,,61,HAS_CARD_CAN_UPDATE_ERRORS
3001723503-99QG,,78,HAS_CARD_CAN_UPDATE
Crecvk3TADlszIb,,69,HAS_CARD_CAN_UPDATE
Crecvk91HfYbIUG,,74,HAS_CARD_CAN_UPDATE
GYS-8jlgyl-3962958799,,72,HAS_CARD_CAN_UPDATE
jz-260706zm80-4247366698,,74,HAS_CARD_CAN_UPDATE_ERRORS
jz-74no4j-2316573726,,78,HAS_CARD_CAN_UPDATE
jz-a5ffl0-4798321259,,72,HAS_CARD_CAN_UPDATE
jz-dh3dbz-4299241452,,74,HAS_CARD_CAN_UPDATE
LZ-3507467610,,73,HAS_CARD_CAN_UPDATE
manl71a0vwi0g5ftwyx6,,66,HAS_CARD_CAN_UPDATE
GYS-pun1uz-4716509932,,63,HAS_CARD_CAN_UPDATE_ERRORS
jz-260811r2tt-2920980324,,78,HAS_CARD_CAN_UPDATE_ERRORS
jz-2608158hj3-1662206339,,68,HAS_CARD_CAN_UPDATE
jz-njhkb2-5114257976,,73,HAS_CARD_CAN_UPDATE
jz-ohz2j9-4290316851,,61,HAS_CARD_CAN_UPDATE
NSDJB-BAI,,78,HAS_CARD_CAN_UPDATE
NSDJB-HONG,,78,HAS_CARD_CAN_UPDATE
NSDJB-HUI,,78,HAS_CARD_CAN_UPDATE
NSDJB-QIANLAN,,78,HAS_CARD_CAN_UPDATE
NSDJB-SHENLAN,,78,HAS_CARD_CAN_UPDATE
NSDJB-ZI,,78,HAS_CARD_CAN_UPDATE
ZS260824eyf4-4585634071,,63,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824eyf4-4585634839,,63,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824eyf4-4585635129,,63,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824eyf4-4585635231,,63,HAS_CARD_CAN_UPDATE_ERRORS
ZSGM01-3699719670,,78,HAS_CARD_CAN_UPDATE_ERRORS
3047144527-x0lH,,64,HAS_CARD_CAN_UPDATE
GYS-nznb1s-3126524373,,76,HAS_CARD_CAN_UPDATE
jz-260815h26t-2602076849,,79,HAS_CARD_CAN_UPDATE
jz-260815h26t-2602102123,,79,HAS_CARD_CAN_UPDATE_ERRORS
jz-260816r5ld-2597174480,,79,HAS_CARD_CAN_UPDATE
jz-gxi10h-1702201190-yin,,77,HAS_CARD_CAN_UPDATE
LZ-3153037662,,67,HAS_CARD_CAN_UPDATE
LZ-3333840615,,79,HAS_CARD_CAN_UPDATE
ZS260824eyf4-3298531580,,64,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824eyf4-4585633286,,64,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824eyf4-4585633327,,64,HAS_CARD_CAN_UPDATE_ERRORS
2640119112-FfXf,,73,HAS_CARD_CAN_UPDATE
3196674550-eG2t,,71,HAS_CARD_CAN_UPDATE
LZ01-3842879737,,65,HAS_CARD_CAN_UPDATE_ERRORS
SDJQRPJ_MEDIA13_1,,79,HAS_CARD_CAN_UPDATE_ERRORS
SDJQRPJ_MEDIA13_2,,79,HAS_CARD_CAN_UPDATE
SDJQRPJ_MEDIA13_3,,79,HAS_CARD_CAN_UPDATE_ERRORS
SLGDJC,,65,HAS_CARD_CAN_UPDATE_ERRORS
SLGDJJ,,62,HAS_CARD_CAN_UPDATE_ERRORS
SLGDJJSU10JIN10,,75,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824eyf4-3298531483,,65,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824eyf4-3298531604,,65,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824eyf4-3298531634,,65,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824eyf4-3298531686,,65,HAS_CARD_CAN_UPDATE_ERRORS
ZSGM01-3868529716,,78,HAS_CARD_CAN_UPDATE_ERRORS
2134037126-UGo0,,70,HAS_CARD_CAN_UPDATE
2960449980-HlGN,,78,HAS_CARD_CAN_UPDATE
Crecvk3FPvrOMyO,,77,HAS_CARD_CAN_UPDATE
jz-2608150cw2-5458803388,,66,HAS_CARD_CAN_UPDATE_ERRORS
jz-2rqa92-2995799975,,78,HAS_CARD_CAN_UPDATE
jz-63ha0a-4583466896,,66,HAS_CARD_CAN_UPDATE_PROCESSING
jz-63ha0a-4753746131,,66,HAS_CARD_CAN_UPDATE_PROCESSING
jz-a5ffl0-4798549535,,63,HAS_CARD_CAN_UPDATE
jz-dyo0tp-3198682854,,77,HAS_CARD_CAN_UPDATE
jz-gxi10h-4363777974,,68,HAS_CARD_CAN_UPDATE
LZ01-2751667945,,67,HAS_CARD_CAN_UPDATE
LZ01-3637613973,,66,HAS_CARD_CAN_UPDATE
SLGDJCSU10JIN10,,73,HAS_CARD_CAN_UPDATE_ERRORS
ZS260828lmzn-5630549913,,66,HAS_CARD_CAN_UPDATE_PROCESSING
ZS260828lmzn-5630573854,,66,HAS_CARD_CAN_UPDATE_PROCESSING
2728455332-ESa0,,66,HAS_CARD_CAN_UPDATE
3210925428-ZKWa,,65,HAS_CARD_CAN_UPDATE
Crecvk7vAFYuxlx,,79,HAS_CARD_CAN_UPDATE
Crecvk9DTGCoLK0,,74,HAS_CARD_CAN_UPDATE
GYS-fq6f2z-3199964203,,67,HAS_CARD_CAN_UPDATE_PROCESSING
GYS-fq6f2z-3199994933,,67,HAS_CARD_CAN_UPDATE_PROCESSING
GYS-fq6f2z-3199997255,,67,HAS_CARD_CAN_UPDATE_PROCESSING
GYS-fq6f2z-4744584961,,67,HAS_CARD_CAN_UPDATE_PROCESSING
GYS-pun1uz-3454554052,,75,HAS_CARD_CAN_UPDATE
jz-2608150cw2-5458646043,,67,HAS_CARD_CAN_UPDATE_ERRORS
jz-2608150cw2-5458646142,,67,HAS_CARD_CAN_UPDATE_ERRORS
jz-2608150cw2-5458749644,,67,HAS_CARD_CAN_UPDATE_ERRORS
jz-2608150cw2-5458750138,,67,HAS_CARD_CAN_UPDATE_ERRORS
jz-2608150cw2-5458750222,,67,HAS_CARD_CAN_UPDATE_ERRORS
jz-2608150cw2-5458750412,,67,HAS_CARD_CAN_UPDATE_ERRORS
jz-2608150cw2-5458750607,,67,HAS_CARD_CAN_UPDATE_ERRORS
jz-2608150cw2-5458751211,,67,HAS_CARD_CAN_UPDATE_ERRORS
jz-2608150cw2-5458751304,,67,HAS_CARD_CAN_UPDATE_ERRORS
jz-2608150cw2-5458751444,,67,HAS_CARD_CAN_UPDATE_ERRORS
jz-2608150cw2-5458751825,,67,HAS_CARD_CAN_UPDATE_ERRORS
jz-260815eqiz-376827395,,79,HAS_CARD_CAN_UPDATE
jz-mn9jc2-1671176882,,67,HAS_CARD_CAN_UPDATE_ERRORS
jz-uly3uk-2075640112,,70,HAS_CARD_CAN_UPDATE
LZ-3316195413,,76,HAS_CARD_CAN_UPDATE
LZ-3333147241,,75,HAS_CARD_CAN_UPDATE
LZ-5wxmmp-4267235912,,69,HAS_CARD_CAN_UPDATE
LZ01-1782439639,,68,HAS_CARD_CAN_UPDATE_ERRORS
SLGDJCSU10,,67,HAS_CARD_CAN_UPDATE
SLGDJCSU5JIN5,,75,HAS_CARD_CAN_UPDATE_ERRORS
SLGDJJJIN10,,75,HAS_CARD_CAN_UPDATE_ERRORS
YCXP-l342yy-4798335513,,67,HAS_CARD_CAN_UPDATE_PROCESSING
3010231266-OUQR,,75,HAS_CARD_CAN_UPDATE
ADBHEI0,,62,HAS_CARD_CAN_UPDATE_ERRORS
jz-mn9jc2-1706276890,,68,HAS_CARD_CAN_UPDATE_ERRORS
jz-mn9jc2-3289650616,,68,HAS_CARD_CAN_UPDATE_ERRORS
jz-tar3ab-3707006237,,73,HAS_CARD_CAN_UPDATE
LZ-3389888684,,66,HAS_CARD_CAN_UPDATE
QZBHEI,,66,HAS_CARD_CAN_UPDATE
SLGDJCJIN10,,76,HAS_CARD_CAN_UPDATE_ERRORS
SLGDJJSU10,,76,HAS_CARD_CAN_UPDATE
ZS260824eyf4-3298531410,,68,HAS_CARD_CAN_UPDATE_PROCESSING
ZS260824eyf4-4759970385,,68,HAS_CARD_CAN_UPDATE_PROCESSING
ZS260824eyf4-4760005065,,68,HAS_CARD_CAN_UPDATE_PROCESSING
ZS260824eyf4-4760023972,,68,HAS_CARD_CAN_UPDATE_PROCESSING
1606492393-H3Fo,,69,HAS_CARD_CAN_UPDATE
2396631427-kuYi,,68,HAS_CARD_CAN_UPDATE
3156131182-YEGy,,72,HAS_CARD_CAN_UPDATE_ERRORS
ADBBAI,,69,HAS_CARD_CAN_UPDATE_ERRORS
ADBHONG,,67,HAS_CARD_CAN_UPDATE_ERRORS
jz-gjoym9-1595789062,,69,HAS_CARD_CAN_UPDATE
jz-ohz2j9-3926158332,,79,HAS_CARD_CAN_UPDATE
LZ01-2879145528,,73,HAS_CARD_CAN_UPDATE
LZ01-3462957862,,78,HAS_CARD_CAN_UPDATE
2254781123-vK77,,70,HAS_CARD_CAN_UPDATE_ERRORS
2621600147-W63x,,74,HAS_CARD_CAN_UPDATE
3019018255-b2dx,,70,HAS_CARD_CAN_UPDATE
3056565289-X2S7,,75,HAS_CARD_CAN_UPDATE
3098319794-JjkG,,75,HAS_CARD_CAN_UPDATE
Eufy C28-15w,,78,HAS_CARD_CAN_UPDATE
DEKVHIZFXDVRLO,,73,HAS_CARD_CAN_UPDATE
LZ-f2484t-5170768053,,70,HAS_CARD_CAN_UPDATE_PROCESSING
LZ01-3395501590,,69,HAS_CARD_CAN_UPDATE
QZBLAN,,57,HAS_CARD_CAN_UPDATE_ERRORS
GYS-fq6f2z-3057497088,,71,HAS_CARD_CAN_UPDATE_PROCESSING
GYS-fq6f2z-4615922470,,71,HAS_CARD_CAN_UPDATE_PROCESSING
jz-260622urze-4717233398,,71,HAS_CARD_CAN_UPDATE_ERRORS
jz-fq6fzb-3724736665,,74,HAS_CARD_CAN_UPDATE
jz-uezs1s-4962631829,,75,HAS_CARD_CAN_UPDATE
jz-uly3uk-3967442783,,71,HAS_CARD_CAN_UPDATE
LZ-3427963436,,74,HAS_CARD_CAN_UPDATE
LZ01-3212969636,,66,HAS_CARD_CAN_UPDATE
zm-50gvam-5285587017,,66,HAS_CARD_CAN_UPDATE
ZS260828lmzn-5630031354,,71,HAS_CARD_CAN_UPDATE_PROCESSING
ZS260828lmzn-5630058742,,71,HAS_CARD_CAN_UPDATE_PROCESSING
ZS260828lmzn-5630104302,,71,HAS_CARD_CAN_UPDATE_PROCESSING
1788712848-Z5KB,,70,HAS_CARD_CAN_UPDATE
2567819118-fdJA,,79,HAS_CARD_CAN_UPDATE
3018991068-g1hw,,64,HAS_CARD_CAN_UPDATE
3299705825-PJce,,72,HAS_CARD_CAN_UPDATE
CUAXHSGAKDMBEKQ,,77,HAS_CARD_CAN_UPDATE
jz-260815am9t-820423832,,79,HAS_CARD_CAN_UPDATE
jz-gjoym9-1595796462,,75,HAS_CARD_CAN_UPDATE
1687512140-VwVs,,73,HAS_CARD_CAN_UPDATE
2673557387-m2lf,,73,HAS_CARD_CAN_UPDATE
jz-260815ixq3-3543832877,,72,HAS_CARD_CAN_UPDATE
jz-uly3uk-4686738287,,77,HAS_CARD_CAN_UPDATE
1919125420-vK3n,,74,HAS_CARD_CAN_UPDATE
192f-2,,74,HAS_CARD_CAN_UPDATE
2679821550-moyj,,77,HAS_CARD_CAN_UPDATE
jz-260707re42-2194231723,,72,HAS_CARD_CAN_UPDATE
jz-33hanu-3939001983,,76,HAS_CARD_CAN_UPDATE
ADBHEI,,77,HAS_CARD_CAN_UPDATE_ERRORS
CrecvklcYTV89im,,66,HAS_CARD_CAN_UPDATE
jz-dh3dbz-3768260047,,72,HAS_CARD_CAN_UPDATE
jz-tar3ab-3816159851,,75,HAS_CARD_CAN_UPDATE_PROCESSING
jz-ydp9z9-3189475439,,73,HAS_CARD_CAN_UPDATE
LZ-qtsoul-5148771361-4,,75,HAS_CARD_CAN_UPDATE_PROCESSING
2765429511-8Ghh,,78,HAS_CARD_CAN_UPDATE_ERRORS
2872717178-UeMT,,79,HAS_CARD_CAN_UPDATE
ADBHONG0,,64,HAS_CARD_CAN_UPDATE_ERRORS
jz-33hanu-3758650994,,78,HAS_CARD_CAN_UPDATE
jz-79kd0n-2205652432,,79,HAS_CARD_CAN_UPDATE_PROCESSING
jz-gxi10h-769385542,,62,HAS_CARD_CAN_UPDATE
jz-tar3ab-4272941250,,76,HAS_CARD_CAN_UPDATE_PROCESSING
jz-tar3ab-4272943920,,76,HAS_CARD_CAN_UPDATE_PROCESSING
JZQCGLWDIFVXPD,,75,HAS_CARD_CAN_UPDATE_PROCESSING
LZ-3292743084,,64,HAS_CARD_CAN_UPDATE
ZS260824eyf4-4759978835,,76,HAS_CARD_CAN_UPDATE_PROCESSING
1682621938-ecor,,64,HAS_CARD_CAN_UPDATE
2254903973-pRym,,76,HAS_CARD_CAN_UPDATE_ERRORS
2328992593-ho9j,,71,HAS_CARD_CAN_UPDATE_ERRORS
2624472423-HDp0,,77,HAS_CARD_CAN_UPDATE
ADBLAN,,77,HAS_CARD_CAN_UPDATE_PROCESSING
Crecvk7vA4Gz5TY,,79,HAS_CARD_CAN_UPDATE
Crecvk7x0g2nAXA,,79,HAS_CARD_CAN_UPDATE
Crecvk7x13q0hR6,,79,HAS_CARD_CAN_UPDATE
jz-dh3dbz-4244256277,,72,HAS_CARD_CAN_UPDATE
jz-dyo0tp-3209307098,,70,HAS_CARD_CAN_UPDATE
ZS01-4234434714,,77,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824eyf4-4844330765,,77,HAS_CARD_CAN_UPDATE_PROCESSING
ZS260824eyf4-4844331241,,77,HAS_CARD_CAN_UPDATE_PROCESSING
ZS260824eyf4-4844331599,,77,HAS_CARD_CAN_UPDATE_PROCESSING
ZS260824eyf4-4844332102,,77,HAS_CARD_CAN_UPDATE_PROCESSING
ZS260824eyf4-4844332292,,77,HAS_CARD_CAN_UPDATE_PROCESSING
ZS260824eyf4-4844336540,,77,HAS_CARD_CAN_UPDATE_PROCESSING
ZS260824eyf4-5228989105,,77,HAS_CARD_CAN_UPDATE_PROCESSING
ZS260824eyf4-5229092512,,77,HAS_CARD_CAN_UPDATE_PROCESSING
ZS260824eyf4-5229111414,,77,HAS_CARD_CAN_UPDATE_PROCESSING
2747367191-CicZ,,70,HAS_CARD_CAN_UPDATE
GYS-8jlgyl-2712567392,,78,HAS_CARD_CAN_UPDATE
jz-6ijfoz-1745610293,,74,HAS_CARD_CAN_UPDATE_PROCESSING
jz-gxi10h-3522754906,,74,HAS_CARD_CAN_UPDATE_PROCESSING
JZQCGLWDIFVXPD-kaqi,,77,HAS_CARD_CAN_UPDATE_PROCESSING
1758927716-Phqj,,75,HAS_CARD_CAN_UPDATE
1981922283-xmrc,,79,HAS_CARD_CAN_UPDATE_PROCESSING
jz-uly3uk-2775381620,,76,HAS_CARD_CAN_UPDATE
jz-uly3uk-2775381620-cai,,79,HAS_CARD_CAN_UPDATE_PROCESSING
jz-uly3uk-2775381620-lan,,74,HAS_CARD_CAN_UPDATE_PROCESSING
jz-ydp9z9-3017949541,,79,HAS_CARD_CAN_UPDATE_PROCESSING
LZ01-3218807386,,74,HAS_CARD_CAN_UPDATE
