offerId,优化前,第二轮前,当前,状态,原因,名称
ZS01-3965794383,41,76,76,ACTUAL,MAIN|ADDITIONAL|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Наклейки Your love store стикерпак кремовые для скрапбукинга
GYS-8jlgyl-3123585702,42,42,47,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,
GYS-fq6f2z-4276369963,42,42,42,UPDATING,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Арена для волчков Бейблэйд Бест с куполом 44 5х44 5х11 5 см
GYS-fq6f2z-4276370731,42,42,42,UPDATING,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Арена для волчков Бейблэйд Бест с куполом и креплениями
GYS-fq6f2z-4276373036,42,64,64,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Арена для волчков Бейблэйд Бест 44 5x44 5x11 5 см с куполом
GYS-fq6f2z-4553718890,42,42,42,UPDATING,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Машинка-трансформер Скричеры RAMPEDE A4 коричнево-красная
GYS-pun1uz-3528556980,42,69,69,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Сменное лезвие для бритвенного блока One Blade  зелёный
GYS-pun1uz-4653223595,42,71,75,ACTUAL,ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Косметический аппарат для лица микротоки белый 200 г
GYS-vhijp3-4100718199,42,63,74,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Миска керамическая бежевая  21.5 см  1 шт
GYS-vhijp3-5098696405,42,64,75,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Миска эмалированная 650 мл красная  16 см  набор 2 шт
GYS-vhijp3-5098697255,42,59,70,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Миска 900 мл эмалированная красная  18 см  2 шт.
jz-260816bapr-2451803868,42,42,50,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,
jz-8q6voe-487884946,42,72,76,ACTUAL,ADDITIONAL|FILTERABLE|PICTURE_COUNT|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Рулетка портновская 150 см для снятия мерок  пластик  голубая
jz-mn9jc2-1140347481,42,68,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Волчок Инфинити Надо Эпик Лончер Сплит Dragon Tiger зеленый
jz-mn9jc2-3220636801,42,72,72,ACTUAL,ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Бластер X-Shot Insanity Minigun с мягкими патронами  разноцветный
jz-ub82eq-4780179559,42,66,70,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка аниме плюшевая коричневая 150 г
jz-wfvstx-5343364371,42,77,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Салфетки для робота-пылесоса Roborock Q Revo  4 шт  микрофибра
LZ01-2602456066,42,75,75,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Сыворотка для волос q5i6Uv  60 мл
LZ01-3579731718,42,72,77,ACTUAL,MAIN|ADDITIONAL|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Ролл-мат для кухонной мойки 45x35 см  нержавеющая сталь  черный
GYS-fq6f2z-3011630658,43,43,43,UPDATING,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Настольная игра Битва волчков на арене с пусковым устройством  оранжевый
GYS-pun1uz-3781684625,43,63,67,ACTUAL,MAIN|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Потолочный светильник LED 40 Вт 400 мм золотой с пультом ДУ
GYS-vhijp3-3456092635,43,69,75,ACTUAL,ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Заварочный чайник керамический бежевый 550 мл
GYS260905hopl-3457510653,43,79,79,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Игровой набор Инфинити Надо Трайб Пауэр для турниров  металлический
jz-93mo1m-5001857878,43,60,60,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Душевая помпа портативная для кемпинга 290x190x80 мм
jz-a4wnxu-2968195412,43,70,75,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Таз для варки варенья из нержавеющей стали 5.6 л золотой
jz-dh3dbz-4248790101,43,63,76,ACTUAL,ADDITIONAL|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Бутылочка для кормления стеклянная белая 0+ без BPA 160 мл
jz-mn9jc2-3457510653,43,77,77,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Игровой набор Infinity Nado для турниров «Трайб Пауэр»  металл  чёрный
jz-wfvstx-3297705943,43,65,69,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Одноразовые мешки для пыли для Roborock  3 шт.  белые
jz-wfvstx-5490466239,43,67,70,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Пылесборник для робота-пылесоса Roborock Qrevo L  16 шт.
jz-wfvstx-5710303954,43,78,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Набор аксессуаров для робота-пылесоса Polaris PVCRAC 7790  30 шт.
jz-ydp9z9-3307533196,43,62,73,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Форма для запекания прямоугольная 24 см серый
LZ01-3503220298,43,73,76,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Аппарат контактной сварки 2 в 1 DH-04 для никелевой ленты и аккумуляторов 18650  импульсная точечная сварка  портативный
LZ01-3629185618,43,76,76,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Ремкомплект фары для Volkswagen Touareg 2003-2006  2 шт.
SF2608248fhz-3588707779,43,63,76,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_LENGTH,Плюшевая игрушка Свинка с коричневыми ушами 45 см
jz-260811rdkx-2623930433,44,44,49,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH,
jz-2nf96y-4261096715,44,64,70,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка Страус пушистая интерьерная  розовая  40 см
jz-43c4a1-4409428297,44,74,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Кожух пружины стартера бензопилы STIHL MS 251C-E 1143-195-0360
jz-tar3ab-4306956180,44,68,72,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Поильник детский пластиковый с ручками от протекания  1 шт.
LZ01-3467007723,44,63,71,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Перьевая ручка TWSBI ECO Cement Grey EF 0 35 мм
SF2608248fhz-3588812560,44,64,76,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_LENGTH,Мягкая игрушка Свинка из плюша коричневого цвета 45 см
SF2608248fhz-3671566844,44,64,76,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_LENGTH,Мягкая игрушка «Бегущий теленок» розовая  45 см
3216743242-q3Ao,45,74,74,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Запчасть для ножеточки: нож из нержавеющей стали  190 мм
GYS-fq6f2z-1679789612,45,45,45,UPDATING,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Игровой набор Дикие Скричеры Кибер Рэпидфлип Сангвинити S5  желтый
GYS-pun1uz-3920739455,45,72,72,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Масленка Elan Gallery «Сирень»  фарфоровая  с крышкой
GYS-pun1uz-4404504422,45,68,74,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мольберт напольный каркасный для художника 60-250 см сосна
GYS-pun1uz-4653186758,45,74,74,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Очиститель воздуха для холодильника 13AC1503393_WG9  нейтрализация запахов
jz-43c4a1-4609221440,45,61,75,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка Пикми Ugly Tooth Monster  бежевый волос  20 см
jz-63ha0a-3071109073,45,45,45,UPDATING,MAIN|FILTERABLE|PICTURE_COUNT|FIRST_PICTURE_SIZE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Набор игровой полицейский с пистолетом  16 предметов  зелёный  50 см
jz-dh3dbz-4231938258,45,75,65,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Судно для лежачих больных из ABS-пластика синее 400 г JZ-MQS837VD
jz-wfvstx-3992309918,45,75,76,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Комплект для пылесоса Dreame H13 Pro Plus Mix: фильтр HEPA H12 и двойная роликовая щётка  4 шт.
jz-ydp9z9-4146377526,45,45,49,ACTUAL,MAIN|FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,
LZ-5wxmmp-4932040730,45,45,45,UPDATING,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Орден Георгиевский крест 3 степени  Российская империя  цинковый сплав  50 мм
LZ01-3411426486,45,70,74,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Аксессуар для хоккея  зелёный  детский  для тренировок
QZBHONG,45,65,69,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH,Набор из 10 гелевых ручек 0 5 мм  красные чернила  многоразовые
2025906111-kaUz,46,63,73,ACTUAL,ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Насадка-концентратор для фена Laifen LF03/SE2
GYS-3027189554,46,74,74,ACTUAL,RECOGNIZED_VENDOR|MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Аккумулятор JY-FIRE 12V 4000mAh Ni-Mh для робота-пылесоса DE55  DM88  DG710  OZMO 901
GYS-fq6f2z-1679790067,46,46,46,UPDATING,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Игровой набор Дикие Скричеры Кибер Рэпидфлип Мун Вульф S5  оранжевый
GYS-nznb1s-2811812904,46,60,65,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Статуэтка керамическая бюст «Мыслители»  11.8 см  черный
GYS-nznb1s-3190708134,46,58,65,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Статуэтка бюст Ретро-серебро 25 см ПВХ
GYS260905hopl-3457424224,46,72,62,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Игровой набор Infinity Nado «Герой с поясом Трайб»  JZ-MTO9HOPC  серебристый
jz-bl4yse-4532615274,46,64,64,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Блокнот А5 100 листов в линейку с резинкой розовый
jz-dyo0tp-4105697344,46,73,77,ACTUAL,ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Полотенце детское банное из микрофибры 70x140 см белое
jz-hx866g-3520097565,46,75,75,ACTUAL,MAIN|ADDITIONAL|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Набор для творчества «Светящийся мир: Динозавры» с ночником  RGB-подсветкой и кинетическим песком
jz-hx866g-3554887522,46,75,75,ACTUAL,MAIN|ADDITIONAL|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Набор для творчества с LED-светильником  кинетическим песком и фигуркой единорога
jz-wfvstx-4233440884,46,62,66,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Одноразовые мешки для пыли Roborock 6 шт.  белые
jz-wfvstx-4738023743,46,78,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мешки для робота-пылесоса Roborock Qrevo Edge 2 / 2 Pro  15 шт.
jz-wfvstx-4818025314,46,68,72,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Одноразовые мешки для пыли Roborock  8 шт.  белые
jz-wfvstx-5143700512,46,68,72,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Сменные HEPA-фильтры для Roborock F25  12 шт.  класс H
jz-wfvstx-5710352754,46,77,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мешок-пылесборник для робота-пылесоса Xiaomi Mijia 5C OV42CN  8 шт
LZ-f2484t-5213284651,46,46,46,UPDATING,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Гибкий желейный конструктор 40 деталей  бирюзовый  для малышей
LZ01-2104735840,46,46,52,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,
2834263883-xx9p,47,63,71,ACTUAL,ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Контейнер для пыли для робота-пылесоса Roborock S8  сменный
2888311204-kc2Y,47,66,73,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Зеркало настенное "Винтажные зеркала"  фигурное  17 х 14 см
GYS-fq6f2z-3811952275,47,47,47,UPDATING,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|FIRST_PICTURE_SIZE|TITLE_LENGTH|AVERAGE_PICTURE_SIZE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Робот игрушечный Турбо-Скричер Король перезарядившихся доспехов (рак)  синий
GYS-vhijp3-4281165900,47,72,75,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Чайная пара 80 мл  набор на 6 персон  керамика  синий
GYS-vhijp3-4281166066,47,72,72,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Набор чашек с блюдцами 80 мл на 6 персон  керамика  зелёный
jz-2607281n44-3372240107,47,73,78,ACTUAL,ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Радиоприемник NNS6681  20 Вт  дерево  светло-коричневый
jz-2nf96y-4535688933,47,65,74,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Триммер для стрижки в носу и ушах с 3 насадками  аккумулятор  180 мин
jz-43c4a1-4160141158,47,75,76,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Носок для собак XS  черный с логотипом-черепами  ZeeDog
jz-gjoym9-1595791996,47,67,67,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Гладилка стоматологическая двусторонняя широкая обратная (синяя) СТ-3
jz-gxi10h-769385871,47,63,74,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Сумка-рюкзак для художника 46×65 см  серая  для папок и эскизов формата A2
jz-gxi10h-769388082,47,63,74,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Сумка-рюкзак для художника  синяя  46x65 см  ткань  на молнии
jz-h9kp0m-2245932773,47,69,75,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Ваза стеклянная с косым горлышком  20.1 см  прозрачная
jz-tar3ab-3767636075,47,71,75,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Поильник детский с трубочкой 650 мл  фиолетовый  3 штуки
jz-v6j4ej-4857882655,47,79,79,ACTUAL,ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Многофункциональная швейцарская карта Victorinox SwissCard красный
jz-wfvstx-2832678484,47,70,73,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Одноразовые мешки для пыли Roborock  3 шт.
jz-wfvstx-4214221856,47,71,79,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Салфетки для влажной уборки робота-пылесоса Roborock Q8 Max Pro  Q10 PF
LZ-00mkoz-3198759653,47,47,47,UPDATING,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Шторка солнцезащитная на лобовое стекло 260х115 см  затемнение 80%
YCXP-l342yy-3198759653,47,47,47,UPDATING,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Шторка солнцезащитная на лобовое стекло 260x115 см  затемнение 80%  оранжевая
2627544436-BuYA,48,60,60,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Воздуходувка портативная аккумуляторная ручная белая 180 Вт
2876990874-p2A1,48,72,76,ACTUAL,ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Адвент календарь новогодний с подарками для девочек  27 ячеек
GYS-8jlgyl-5123964207,48,78,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Видеорегистратор 360 панорамный с пятью камерами и ночным видением JLY
GYS-8jlgyl-5393650540,48,76,76,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Озонатор 270330 для помещений до 40 м²  белый
jz-260815v031-311932891,48,69,73,ACTUAL,ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Утяжелители для скатерти «Сердечки»  4 штуки  серый
